MATERIA,DESCRIPCION,ABREVIATURA,DEPARTAMENTO,CURSO,CURSO_N,ENSEÑANZAS,ESPECIALIDAD
38141,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Fagot),1º,Profesional,Fagot
38143,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Fagot),1º,Profesional,Fagot
38147,Banda,BANDA,,1º de Enseñanzas Profesionales de Música (Fagot),1º,Profesional,Fagot
38149,Instrumento Complementario,INCOM,,1º de Enseñanzas Profesionales de Música (Fagot),1º,Profesional,Fagot
38597,Instrumento,INS,,3º de Enseñanzas Profesionales de Música (Fagot),3º,Profesional,Fagot
38599,Armonía,AR,,3º de Enseñanzas Profesionales de Música (Fagot),3º,Profesional,Fagot
38603,Banda,BANDA,,3º de Enseñanzas Profesionales de Música (Fagot),3º,Profesional,Fagot
38605,Historia de la Música,HM,,3º de Enseñanzas Profesionales de Música (Fagot),3º,Profesional,Fagot
38609,Repertorio acompañado,RA,,3º de Enseñanzas Profesionales de Música (Fagot),3º,Profesional,Fagot
38607,Instrumento Complementario,INCOM,,3º de Enseñanzas Profesionales de Música (Fagot),3º,Profesional,Fagot
38885,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Fagot),4º,Profesional,Fagot
38887,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Fagot),4º,Profesional,Fagot
38891,Banda,BANDA,,4º de Enseñanzas Profesionales de Música (Fagot),4º,Profesional,Fagot
38893,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Fagot),4º,Profesional,Fagot
38895,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Fagot),4º,Profesional,Fagot
38897,Repertorio acompañado,RA,,4º de Enseñanzas Profesionales de Música (Fagot),4º,Profesional,Fagot
39717,Fundamentos de Composición,FCOM,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39719,Coro,CO,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39721,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39723,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39725,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39733,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39181,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39183,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39187,Banda,BANDA,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39189,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39191,Repertorio acompañado,RA,,5º de Enseñanzas Profesionales de Música (Fagot),5º,Profesional,Fagot
39437,Instrumento,INS,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
39439,Música de Cámara,MC,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
39443,Banda,BANDA,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
39445,Análisis,AN,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
39447,Repertorio acompañado,RA,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
40131,Fundamentos de Composición,FCOM,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
40135,Didáctica de la Música,DIMU,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
40137,Improvisación,IMP,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
40139,Informática musical,INMU,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
40147,Música moderna,MUMO,,6º de Enseñanzas Profesionales de Música (Fagot),6º,Profesional,Fagot
38845,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Canto),4º,Profesional,Canto
38847,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Canto),4º,Profesional,Canto
38849,Idioma aplicado al Canto,IDAPC,,4º de Enseñanzas Profesionales de Música (Canto),4º,Profesional,Canto
38851,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Canto),4º,Profesional,Canto
38853,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Canto),4º,Profesional,Canto
38855,Repertorio acompañado,RA,,4º de Enseñanzas Profesionales de Música (Canto),4º,Profesional,Canto
39663,Fundamentos de Composición,FCOM,DEPARTAMENTO DE COMPOSICIÓN,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39665,Coro,CO,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39667,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39669,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39671,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39679,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39133,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39135,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39137,Idioma aplicado al Canto,IDAPC,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39139,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
39141,Repertorio acompañado,RA,,5º de Enseñanzas Profesionales de Música (Canto),5º,Profesional,Canto
40077,Fundamentos de Composición,FCOM,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
40079,Coro,CO,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
40081,Didáctica de la Música,DIMU,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
40083,Improvisación,IMP,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
40085,Informática musical,INMU,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
40093,Música moderna,MUMO,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
39403,Instrumento,INS,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
39405,Música de Cámara,MC,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
39407,Idioma aplicado al Canto,IDAPC,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
39409,Análisis,AN,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
39411,Repertorio acompañado,RA,,6º de Enseñanzas Profesionales de Música (Canto),6º,Profesional,Canto
38121,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Clarinete),1º,Profesional,Clarinete
38123,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Clarinete),1º,Profesional,Clarinete
38125,Orquesta,ORQ,,1º de Enseñanzas Profesionales de Música (Clarinete),1º,Profesional,Clarinete
38127,Banda,BANDA,,1º de Enseñanzas Profesionales de Música (Clarinete),1º,Profesional,Clarinete
38129,Instrumento Complementario,INCOM,,1º de Enseñanzas Profesionales de Música (Clarinete),1º,Profesional,Clarinete
38343,Instrumento,INS,,2º de Enseñanzas Profesionales de Música (Clarinete),2º,Profesional,Clarinete
38345,Lenguaje Musical,LM,,2º de Enseñanzas Profesionales de Música (Clarinete),2º,Profesional,Clarinete
38349,Banda,BANDA,,2º de Enseñanzas Profesionales de Música (Clarinete),2º,Profesional,Clarinete
38351,Instrumento Complementario,INCOM,,2º de Enseñanzas Profesionales de Música (Clarinete),2º,Profesional,Clarinete
38569,Instrumento,INS,,3º de Enseñanzas Profesionales de Música (Clarinete),3º,Profesional,Clarinete
38571,Armonía,AR,,3º de Enseñanzas Profesionales de Música (Clarinete),3º,Profesional,Clarinete
38573,Orquesta,ORQ,,3º de Enseñanzas Profesionales de Música (Clarinete),3º,Profesional,Clarinete
38575,Banda,BANDA,,3º de Enseñanzas Profesionales de Música (Clarinete),3º,Profesional,Clarinete
38577,Historia de la Música,HM,,3º de Enseñanzas Profesionales de Música (Clarinete),3º,Profesional,Clarinete
38579,Instrumento Complementario,INCOM,,3º de Enseñanzas Profesionales de Música (Clarinete),3º,Profesional,Clarinete
38581,Repertorio acompañado,RA,,3º de Enseñanzas Profesionales de Música (Clarinete),3º,Profesional,Clarinete
38857,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Clarinete),4º,Profesional,Clarinete
38859,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Clarinete),4º,Profesional,Clarinete
38863,Banda,BANDA,,4º de Enseñanzas Profesionales de Música (Clarinete),4º,Profesional,Clarinete
38865,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Clarinete),4º,Profesional,Clarinete
38867,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Clarinete),4º,Profesional,Clarinete
38869,Repertorio acompañado,RA,,4º de Enseñanzas Profesionales de Música (Clarinete),4º,Profesional,Clarinete
39681,Fundamentos de Composición,FCOM,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39683,Coro,CO,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39685,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39687,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39689,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39697,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39143,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39145,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39149,Banda,BANDA,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39151,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
39153,Repertorio acompañado,RA,,5º de Enseñanzas Profesionales de Música (Clarinete),5º,Profesional,Clarinete
40095,Fundamentos de Composición,FCOM,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
40097,Coro,CO,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
39413,Instrumento,INS,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
39415,Música de Cámara,MC,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
39419,Banda,BANDA,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
39421,Análisis,AN,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
39423,Repertorio acompañado,RA,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
40099,Didáctica de la Música,DIMU,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
40101,Improvisación,IMP,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
40103,Informática musical,INMU,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
40111,Música moderna,MUMO,,6º de Enseñanzas Profesionales de Música (Clarinete),6º,Profesional,Clarinete
38131,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Contrabajo),1º,Profesional,Contrabajo
38133,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Contrabajo),1º,Profesional,Contrabajo
38135,Orquesta,ORQ,,1º de Enseñanzas Profesionales de Música (Contrabajo),1º,Profesional,Contrabajo
38139,Instrumento Complementario,INCOM,,1º de Enseñanzas Profesionales de Música (Contrabajo),1º,Profesional,Contrabajo
38353,Instrumento,INS,,2º de Enseñanzas Profesionales de Música (Contrabajo),2º,Profesional,Contrabajo
38355,Lenguaje Musical,LM,,2º de Enseñanzas Profesionales de Música (Contrabajo),2º,Profesional,Contrabajo
38357,Orquesta,ORQ,,2º de Enseñanzas Profesionales de Música (Contrabajo),2º,Profesional,Contrabajo
38361,Instrumento Complementario,INCOM,,2º de Enseñanzas Profesionales de Música (Contrabajo),2º,Profesional,Contrabajo
38583,Instrumento,INS,,3º de Enseñanzas Profesionales de Música (Contrabajo),3º,Profesional,Contrabajo
38585,Armonía,AR,,3º de Enseñanzas Profesionales de Música (Contrabajo),3º,Profesional,Contrabajo
38587,Orquesta,ORQ,,3º de Enseñanzas Profesionales de Música (Contrabajo),3º,Profesional,Contrabajo
38591,Historia de la Música,HM,,3º de Enseñanzas Profesionales de Música (Contrabajo),3º,Profesional,Contrabajo
38593,Instrumento Complementario,INCOM,,3º de Enseñanzas Profesionales de Música (Contrabajo),3º,Profesional,Contrabajo
38595,Repertorio acompañado,RA,,3º de Enseñanzas Profesionales de Música (Contrabajo),3º,Profesional,Contrabajo
39715,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39699,Fundamentos de Composición,FCOM,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39701,Coro,CO,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39703,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39705,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39707,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39169,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39171,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39173,Orquesta,ORQ,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39177,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39179,Repertorio acompañado,RA,,5º de Enseñanzas Profesionales de Música (Contrabajo),5º,Profesional,Contrabajo
39337,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39339,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39343,Banda,BANDA,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39347,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39969,Fundamentos de Composición,FCOM,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39971,Coro,CO,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39973,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39975,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39977,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
39985,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Percusión),5º,Profesional,Percusión
40399,Fundamentos de Composición,FCOM,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
40403,Didáctica de la Música,DIMU,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
40405,Improvisación,IMP,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
40407,Informática musical,INMU,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
40415,Música moderna,MUMO,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
39589,Instrumento,INS,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
39591,Música de Cámara,MC,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
39595,Banda,BANDA,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
39599,Análisis,AN,,6º de Enseñanzas Profesionales de Música (Percusión),6º,Profesional,Percusión
38269,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Piano),1º,Profesional,Piano
38271,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Piano),1º,Profesional,Piano
38273,Coro,CO,,1º de Enseñanzas Profesionales de Música (Piano),1º,Profesional,Piano
38275,Conjunto,CON,,1º de Enseñanzas Profesionales de Música (Piano),1º,Profesional,Piano
38491,Instrumento,INS,,2º de Enseñanzas Profesionales de Música (Piano),2º,Profesional,Piano
38493,Lenguaje Musical,LM,,2º de Enseñanzas Profesionales de Música (Piano),2º,Profesional,Piano
38495,Coro,CO,,2º de Enseñanzas Profesionales de Música (Piano),2º,Profesional,Piano
38497,Conjunto,CON,,2º de Enseñanzas Profesionales de Música (Piano),2º,Profesional,Piano
38761,Instrumento,INS,,3º de Enseñanzas Profesionales de Música (Piano),3º,Profesional,Piano
38763,Armonía,AR,,3º de Enseñanzas Profesionales de Música (Piano),3º,Profesional,Piano
38765,Conjunto,CON,,3º de Enseñanzas Profesionales de Música (Piano),3º,Profesional,Piano
38767,Historia de la Música,HM,,3º de Enseñanzas Profesionales de Música (Piano),3º,Profesional,Piano
44566,Coro,CO,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39327,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39329,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39331,Conjunto,CON,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39333,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39335,Acompañamiento,AC,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39951,Fundamentos de Composición,FCOM,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39953,Coro (P),CO-P,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39955,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39957,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39959,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
39967,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Piano),5º,Profesional,Piano
40365,Fundamentos de Composición,FCOM,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
40367,Coro (P),CO-P,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
40369,Didáctica de la Música,DIMU,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
40371,Improvisación,IMP,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
40389,Informática musical,INMU,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
40397,Música moderna,MUMO,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
39579,Instrumento,INS,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
39581,Música de Cámara,MC,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
39583,Conjunto,CON,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
39585,Análisis,AN,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
39587,Acompañamiento,AC,,6º de Enseñanzas Profesionales de Música (Piano),6º,Profesional,Piano
38511,Instrumento,INS,,2º de Enseñanzas Profesionales de Música (Saxofón),2º,Profesional,Saxofón
38513,Lenguaje Musical,LM,,2º de Enseñanzas Profesionales de Música (Saxofón),2º,Profesional,Saxofón
38517,Banda,BANDA,,2º de Enseñanzas Profesionales de Música (Saxofón),2º,Profesional,Saxofón
38521,Instrumento Complementario,INCOM,,2º de Enseñanzas Profesionales de Música (Saxofón),2º,Profesional,Saxofón
38783,Instrumento,INS,,3º de Enseñanzas Profesionales de Música (Saxofón),3º,Profesional,Saxofón
38785,Armonía,AR,,3º de Enseñanzas Profesionales de Música (Saxofón),3º,Profesional,Saxofón
38789,Banda,BANDA,,3º de Enseñanzas Profesionales de Música (Saxofón),3º,Profesional,Saxofón
38793,Historia de la Música,HM,,3º de Enseñanzas Profesionales de Música (Saxofón),3º,Profesional,Saxofón
38795,Instrumento Complementario,INCOM,,3º de Enseñanzas Profesionales de Música (Saxofón),3º,Profesional,Saxofón
38797,Repertorio acompañado,RA,,3º de Enseñanzas Profesionales de Música (Saxofón),3º,Profesional,Saxofón
39349,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39351,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39355,Banda,BANDA,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39359,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39361,Repertorio acompañado,RA,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39987,Fundamentos de Composición,FCOM,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39989,Coro,CO,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39991,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39993,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
39995,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
40003,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Saxofón),5º,Profesional,Saxofón
40417,Fundamentos de Composición,FCOM,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
40421,Didáctica de la Música,DIMU,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
40423,Improvisación,IMP,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
40425,Informática musical,INMU,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
40433,Música moderna,MUMO,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
39601,Instrumento,INS,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
39603,Música de Cámara,MC,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
39607,Banda,BANDA,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
39611,Análisis,AN,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
39613,Repertorio acompañado,RA,,6º de Enseñanzas Profesionales de Música (Saxofón),6º,Profesional,Saxofón
38171,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Trombón),1º,Profesional,Trombón
38173,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Trombón),1º,Profesional,Trombón
38177,Banda,BANDA,,1º de Enseñanzas Profesionales de Música (Trombón),1º,Profesional,Trombón
38179,Instrumento Complementario,INCOM,,1º de Enseñanzas Profesionales de Música (Trombón),1º,Profesional,Trombón
38393,Instrumento,INS,,2º de Enseñanzas Profesionales de Música (Trombón),2º,Profesional,Trombón
38395,Lenguaje Musical,LM,,2º de Enseñanzas Profesionales de Música (Trombón),2º,Profesional,Trombón
38399,Banda,BANDA,,2º de Enseñanzas Profesionales de Música (Trombón),2º,Profesional,Trombón
38401,Instrumento Complementario,INCOM,,2º de Enseñanzas Profesionales de Música (Trombón),2º,Profesional,Trombón
38639,Instrumento,INS,,3º de Enseñanzas Profesionales de Música (Trombón),3º,Profesional,Trombón
38641,Armonía,AR,,3º de Enseñanzas Profesionales de Música (Trombón),3º,Profesional,Trombón
38645,Banda,BANDA,,3º de Enseñanzas Profesionales de Música (Trombón),3º,Profesional,Trombón
38647,Historia de la Música,HM,,3º de Enseñanzas Profesionales de Música (Trombón),3º,Profesional,Trombón
38649,Instrumento Complementario,INCOM,,3º de Enseñanzas Profesionales de Música (Trombón),3º,Profesional,Trombón
38651,Repertorio acompañado,RA,,3º de Enseñanzas Profesionales de Música (Trombón),3º,Profesional,Trombón
38927,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Trombón),4º,Profesional,Trombón
38929,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Trombón),4º,Profesional,Trombón
38933,Banda,BANDA,,4º de Enseñanzas Profesionales de Música (Trombón),4º,Profesional,Trombón
38935,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Trombón),4º,Profesional,Trombón
38937,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Trombón),4º,Profesional,Trombón
38939,Repertorio acompañado,RA,,4º de Enseñanzas Profesionales de Música (Trombón),4º,Profesional,Trombón
39771,Fundamentos de Composición,FCOM,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39773,Coro,CO,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39775,Didáctica de la Música,DIMU,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39777,Improvisación,IMP,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39779,Informática musical,INMU,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39787,Música moderna,MUMO,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39217,Instrumento,INS,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39219,Música de Cámara,MC,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39223,Banda,BANDA,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39225,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39227,Repertorio acompañado,RA,,5º de Enseñanzas Profesionales de Música (Trombón),5º,Profesional,Trombón
39473,Instrumento,INS,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
39475,Música de Cámara,MC,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
39479,Banda,BANDA,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
39481,Análisis,AN,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
39483,Repertorio acompañado,RA,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
40185,Fundamentos de Composición,FCOM,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
40189,Didáctica de la Música,DIMU,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
40191,Improvisación,IMP,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
40193,Informática musical,INMU,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
40201,Música moderna,MUMO,,6º de Enseñanzas Profesionales de Música (Trombón),6º,Profesional,Trombón
38181,Instrumento,INS,,1º de Enseñanzas Profesionales de Música (Trompa),1º,Profesional,Trompa
38183,Lenguaje Musical,LM,,1º de Enseñanzas Profesionales de Música (Trompa),1º,Profesional,Trompa
38187,Banda,BANDA,,1º de Enseñanzas Profesionales de Música (Trompa),1º,Profesional,Trompa
38189,Instrumento Complementario,INCOM,,1º de Enseñanzas Profesionales de Música (Trompa),1º,Profesional,Trompa
